otu	sim	del	ins	mis	len	score	hit
4360	denovo4640	98.59	0	1	3	283	1367	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4361	denovo5104	98.59	0	1	3	283	1367	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4362	denovo5376	98.59	0	1	3	283	1367	C3k_AY589737
4363	denovo6109	98.59	0	1	3	283	1367	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4364	denovo6122	98.59	0	1	3	283	1367	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4365	denovo7187	98.59	0	1	3	283	1367	C3k_AY589737
4366	denovo7335	98.59	0	1	3	283	1367	C15a_AY258476;C15.4_FJ461511
4367	denovo7673	98.59	0	1	3	283	1367	C3k_AY589737
4368	denovo8210	98.59	0	1	3	283	1367	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4369	denovo8457	98.59	0	1	3	283	1367	C3k_AY589737
4370	denovo8856	98.59	0	1	3	283	1367	C15a_AY258476;C15.4_FJ461511
4371	denovo9283	98.59	0	1	3	283	1367	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4372	denovo9759	98.59	0	1	3	283	1367	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4373	denovo5479	98.61	1	3	0	287	1367	C55_AY589759
4374	denovo13360	98.58	0	1	3	282	1367.5	C3b_AF499791
4375	denovo14923	98.59	2	1	1	283	1367.5	C3k_AY589737
4376	denovo8942	98.59	2	1	1	283	1367.5	C3k_AY589737
4377	denovo8000	99.29	1	1	0	281	1368	C1_JN558041;C1008_DQ480613
4378	denovo11909	98.59	3	1	0	283	1368	C1_JN558041;C1148_EU040178
4379	denovo3264	98.59	3	1	0	283	1368	C15_AY239369
4380	denovo3597	98.59	3	1	0	283	1368	C15_AY239369
4381	denovo4770	98.94	1	2	0	283	1368	C15a_AY258476;C15_AY239369
4382	denovo3217	98.61	1	2	1	287	1368	C55_AY589759
4383	denovo5697	98.61	1	2	1	287	1368	C55_AY589759
4384	denovo5010	99.29	1	0	1	280	1368.5	C15.23_KC597697
4385	denovo10442	98.94	0	3	0	283	1368.5	C15_AY239369
4386	denovo12631	98.94	0	3	0	283	1368.5	C15_AY239369
4387	denovo15771	98.94	0	3	0	283	1368.5	C15_AY239369
4388	denovo16218	98.94	0	3	0	283	1368.5	C15_AY239369
4389	denovo16656	98.94	0	3	0	283	1368.5	C15_AY239369
4390	denovo17108	98.94	0	3	0	283	1368.5	C15_AY239369
4391	denovo2450	98.94	0	3	0	283	1368.5	C15.22_KC597695
4392	denovo3411	98.94	0	3	0	283	1368.5	C15.22_KC597695
4393	denovo5976	98.94	0	3	0	283	1368.5	C15_AY239369;C15.22_KC597695
4394	denovo6035	98.94	0	3	0	283	1368.5	C15.9_FN563475
4395	denovo6737	98.94	0	3	0	283	1368.5	C15.6_FN563472
4396	denovo9838	98.94	0	3	0	283	1368.5	C15_AY239369
4397	denovo13526	98.23	1	0	4	283	1368.5	C3k_AY589737
4398	denovo13848	98.23	1	0	4	283	1368.5	C3k_AY589737
4399	denovo16648	98.23	1	0	4	283	1368.5	C3k_AY589737
4400	denovo8323	98.23	1	0	4	283	1368.5	C3k_AY589737
4401	denovo17606	98.61	0	3	1	287	1368.5	C55_AY589759
4402	denovo2412	98.61	0	3	1	287	1368.5	C55_AY589759
4403	denovo5006	98.61	0	3	1	287	1368.5	C55_AY589759
4404	denovo7169	99.29	0	1	1	282	1369	C15.23_KC597697
4405	denovo14339	98.59	2	1	1	283	1369	C15_AY239369
4406	denovo7764	99.29	0	1	1	281	1369.5	C3k_AY589737
4407	denovo9030	99.29	0	1	1	281	1369.5	C3k_AY589737
4408	denovo17202	99.29	0	1	1	282	1369.5	C1_JN558041;C1p_GU907652
4409	denovo17483	99.29	0	1	1	282	1369.5	C3.10_FJ461505
4410	denovo5288	99.29	0	1	1	282	1369.5	C15.9_FN563475
4411	denovo725	99.29	0	1	1	282	1369.5	C3_AB778606
4412	denovo10863	98.59	2	1	1	283	1369.5	C15_AY239369
4413	denovo11056	98.59	2	1	1	283	1369.5	C15.1_FJ461508
4414	denovo1118	98.59	2	1	1	283	1369.5	C3k_AY589737
4415	denovo12533	98.59	2	1	1	283	1369.5	C3k_AY589737
4416	denovo17674	98.59	2	1	1	283	1369.5	C15.6_FN563472;C15.22_KC597695
4417	denovo1797	98.59	2	1	1	283	1369.5	C3k_AY589737
4418	denovo5467	98.59	2	1	1	283	1369.5	C15_AY239369
4419	denovo6523	98.59	2	1	1	283	1369.5	C3k_AY589737
4420	denovo6844	98.59	2	1	1	283	1369.5	C15.22_KC597695
4421	denovo8955	98.59	2	1	1	283	1369.5	C15_AY239369;C15.22_KC597695
4422	denovo10257	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4423	denovo10412	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4424	denovo11234	98.94	0	2	1	283	1369.5	C15.22_KC597695
4425	denovo11394	98.94	0	2	1	283	1369.5	C3k_AY589737
4426	denovo11641	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4427	denovo12176	98.94	0	2	1	283	1369.5	C3a_AF499790
4428	denovo12284	98.94	0	2	1	283	1369.5	C3_AB778606
4429	denovo1250	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4430	denovo12827	98.94	0	2	1	283	1369.5	C3_AB778606
4431	denovo13047	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4432	denovo13319	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4433	denovo13399	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4434	denovo13887	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4435	denovo14537	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4436	denovo14862	98.94	0	2	1	283	1369.5	C1051_AF195153
4437	denovo14864	98.94	0	2	1	283	1369.5	C15.9_FN563475
4438	denovo15176	98.94	0	2	1	283	1369.5	C15.9_FN563475
4439	denovo15249	98.94	0	2	1	283	1369.5	C3_AB778606
4440	denovo15675	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4441	denovo16331	98.94	0	2	1	283	1369.5	C3.11_FJ461506
4442	denovo16551	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4443	denovo16690	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4444	denovo16714	98.94	0	2	1	283	1369.5	C3k_AY589737
4445	denovo17181	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4446	denovo17202	98.94	0	2	1	283	1369.5	C1008_DQ480613
4447	denovo17588	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4448	denovo1840	98.94	0	2	1	283	1369.5	C3_AB778606
4449	denovo2073	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4450	denovo2439	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4451	denovo2531	98.94	0	2	1	283	1369.5	C15.22_KC597695
4452	denovo2651	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4453	denovo2766	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4454	denovo2856	98.94	0	2	1	283	1369.5	C40_AY258485
4455	denovo333	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4456	denovo3901	98.94	0	2	1	283	1369.5	C15.9_FN563475
4457	denovo3945	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4458	denovo4323	98.94	0	2	1	283	1369.5	C3k_AY589737
4459	denovo472	98.94	0	2	1	283	1369.5	C3_AB778606
4460	denovo4856	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4461	denovo4934	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4462	denovo5159	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4463	denovo5192	98.94	0	2	1	283	1369.5	C40_AY258485
4464	denovo5304	98.94	0	2	1	283	1369.5	C3k_AY589737
4465	denovo547	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4466	denovo7015	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4467	denovo7050	98.94	0	2	1	283	1369.5	C3a_AF499790
4468	denovo7243	98.94	0	2	1	283	1369.5	C3.10_FJ461505
4469	denovo7778	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4470	denovo8005	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4471	denovo8010	98.94	0	2	1	283	1369.5	C15.9_FN563475
4472	denovo8219	98.94	0	2	1	283	1369.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4473	denovo9863	98.94	0	2	1	283	1369.5	C3_AB778606;C29_AY258494
4474	denovo15245	98.59	1	1	2	283	1369.5	C3k_AY589737
4475	denovo13054	98.59	1	2	1	284	1369.5	C15.23_KC597697
4476	denovo1425	98.59	1	2	1	284	1369.5	C15.23_KC597697
4477	denovo14338	98.59	1	2	1	284	1369.5	C15.23_KC597697
4478	denovo16636	98.59	1	2	1	284	1369.5	C15.23_KC597697
4479	denovo16835	98.59	1	2	1	284	1369.5	C15.23_KC597697
4480	denovo17364	98.59	1	2	1	284	1369.5	C15.23_KC597697
4481	denovo246	98.59	1	2	1	284	1369.5	C15.23_KC597697
4482	denovo694	98.59	1	2	1	284	1369.5	C15.23_KC597697
4483	denovo8747	98.59	1	2	1	284	1369.5	C15.23_KC597697
4484	denovo889	99.29	0	1	1	280	1370	C31_AY258496;C31a_AY589746
4485	denovo4903	98.59	1	1	2	283	1370	C3_AB778606
4486	denovo8561	98.23	0	0	5	283	1370	C3k_AY589737
4487	denovo11721	98.26	1	2	2	287	1370	G3.1_KC597688
4488	denovo16400	98.59	1	1	2	283	1370.5	C15.6_FN563472
4489	denovo10487	98.59	1	1	2	284	1370.5	C15.23_KC597697
4490	denovo1959	98.59	1	1	2	284	1370.5	C15.23_KC597697
4491	denovo4720	98.59	1	1	2	284	1370.5	C15.23_KC597697
4492	denovo6584	98.59	1	1	2	284	1370.5	C15.23_KC597697
4493	denovo8921	98.59	1	1	2	284	1370.5	C15.23_KC597697
4494	denovo9854	98.59	1	1	2	284	1370.5	C15.23_KC597697
4495	denovo9888	98.59	1	1	2	284	1370.5	C15.23_KC597697
4496	denovo10418	98.94	0	1	2	282	1371	C3b_AF499791
4497	denovo11883	98.94	0	1	2	282	1371	C3b_AF499791
4498	denovo12000	98.94	0	1	2	282	1371	C3b_AF499791
4499	denovo14121	98.94	0	1	2	282	1371	C3b_AF499791
4500	denovo264	98.94	0	1	2	282	1371	C3b_AF499791
4501	denovo3475	98.94	0	1	2	282	1371	C3b_AF499791
4502	denovo5355	98.94	0	1	2	282	1371	C3b_AF499791
4503	denovo590	98.94	0	1	2	282	1371	C3b_AF499791
4504	denovo6434	98.94	0	1	2	282	1371	C3b_AF499791
4505	denovo6890	98.94	0	1	2	282	1371	C3b_AF499791
4506	denovo8019	98.94	0	1	2	282	1371	C3b_AF499791
4507	denovo10444	98.59	1	1	2	283	1371	C15_AY239369
4508	denovo11140	98.59	1	1	2	283	1371	C15_AY239369
4509	denovo11170	98.59	1	1	2	283	1371	C15_AY239369
4510	denovo11886	98.59	1	1	2	283	1371	C3k_AY589737
4511	denovo13016	98.59	1	1	2	283	1371	C3k_AY589737
4512	denovo13561	98.59	1	1	2	283	1371	C15_AY239369
4513	denovo13743	98.59	1	1	2	283	1371	C15_AY239369;C15.22_KC597695
4514	denovo13856	98.59	1	1	2	283	1371	C3k_AY589737
4515	denovo13980	98.59	1	1	2	283	1371	C3k_AY589737
4516	denovo15857	98.59	1	1	2	283	1371	C15.6_FN563472;C15.22_KC597695
4517	denovo16048	98.59	1	1	2	283	1371	C15_AY239369;C15.22_KC597695
4518	denovo16386	98.59	1	1	2	283	1371	C3k_AY589737
4519	denovo17089	98.59	1	1	2	283	1371	C3k_AY589737
4520	denovo17280	98.59	1	1	2	283	1371	C1_JN558041;C1009_DQ480608
4521	denovo17474	98.59	1	1	2	283	1371	C3k_AY589737
4522	denovo1978	98.59	1	1	2	283	1371	C3k_AY589737
4523	denovo2006	98.59	1	1	2	283	1371	C3k_AY589737
4524	denovo2185	98.59	1	1	2	283	1371	C1_JN558041
4525	denovo2198	98.59	1	1	2	283	1371	C1233_EU118166;C15_AY239369;C15.6_FN563472
4526	denovo2361	98.59	1	1	2	283	1371	C3k_AY589737
4527	denovo2632	98.59	1	1	2	283	1371	C3k_AY589737
4528	denovo325	98.59	1	1	2	283	1371	C3k_AY589737
4529	denovo3396	98.59	1	1	2	283	1371	C1_JN558041
4530	denovo3420	98.59	1	1	2	283	1371	C3k_AY589737
4531	denovo3618	98.59	1	1	2	283	1371	C3k_AY589737
4532	denovo4665	98.59	1	1	2	283	1371	C3k_AY589737
4533	denovo4703	98.59	1	1	2	283	1371	C15_AY239369
4534	denovo4996	98.59	1	1	2	283	1371	C15_AY239369
4535	denovo5039	98.59	1	1	2	283	1371	C3k_AY589737
4536	denovo5229	98.59	1	1	2	283	1371	C15_AY239369;C15.22_KC597695
4537	denovo5885	98.59	1	1	2	283	1371	C3k_AY589737
4538	denovo5998	98.59	1	1	2	283	1371	C3k_AY589737
4539	denovo6231	98.59	1	1	2	283	1371	C15a_AY258476
4540	denovo6272	98.59	1	1	2	283	1371	C15.24_KC597696;C15_AY239369
4541	denovo6274	98.59	1	1	2	283	1371	C3k_AY589737
4542	denovo7637	98.59	1	1	2	283	1371	C3k_AY589737
4543	denovo7949	98.59	1	1	2	283	1371	C3k_AY589737
4544	denovo8503	98.59	1	1	2	283	1371	C15a_AY258476
4545	denovo9997	98.59	1	1	2	283	1371	C3k_AY589737
4546	denovo10317	98.59	0	2	2	284	1371	C15.23_KC597697
4547	denovo11267	98.59	0	2	2	284	1371	C15.23_KC597697
4548	denovo11675	98.59	0	2	2	284	1371	C15.23_KC597697
4549	denovo11897	98.59	0	2	2	284	1371	C15.23_KC597697
4550	denovo16973	98.59	0	2	2	284	1371	C15.23_KC597697
4551	denovo4237	98.59	0	2	2	284	1371	C15.23_KC597697
4552	denovo6638	98.59	0	2	2	284	1371	C1104_AF427469
4553	denovo7086	98.26	0	2	3	287	1371.5	G3.1_KC597688
4554	denovo10061	98.59	0	1	3	284	1372	C15.23_KC597697
4555	denovo11959	98.59	0	1	3	284	1372	C15.23_KC597697
4556	denovo13310	98.59	0	1	3	284	1372	C15.23_KC597697
4557	denovo16499	98.59	0	1	3	284	1372	C15.23_KC597697
4558	denovo17269	98.59	0	1	3	284	1372	C15.23_KC597697
4559	denovo17586	98.59	0	1	3	284	1372	C15.23_KC597697
4560	denovo2344	98.59	0	1	3	284	1372	C15.23_KC597697
4561	denovo3848	98.59	0	1	3	284	1372	C15.23_KC597697
4562	denovo415	98.59	0	1	3	284	1372	C15.23_KC597697
4563	denovo7279	98.59	0	1	3	284	1372	C15.23_KC597697
4564	denovo8042	98.59	0	1	3	284	1372	C15.23_KC597697
4565	denovo1025	98.59	0	1	3	283	1372.5	C15_AY239369
4566	denovo10632	98.59	0	1	3	283	1372.5	C3k_AY589737
4567	denovo10809	98.59	0	1	3	283	1372.5	C3_AB778606
4568	denovo11176	98.59	0	1	3	283	1372.5	C3k_AY589737
4569	denovo11297	98.59	0	1	3	283	1372.5	C3k_AY589737
4570	denovo11664	98.59	0	1	3	283	1372.5	C3_AB778606;C50_AY589755;C1060_DQ480600;C1085_AY624605;C1002_DQ838544
4571	denovo1187	98.59	0	1	3	283	1372.5	C3k_AY589737
4572	denovo12207	98.59	0	1	3	283	1372.5	C3k_AY589737
4573	denovo12575	98.59	0	1	3	283	1372.5	C3k_AY589737
4574	denovo12808	98.59	0	1	3	283	1372.5	C3k_AY589737
4575	denovo1307	98.59	0	1	3	283	1372.5	C3k_AY589737
4576	denovo13746	98.59	0	1	3	283	1372.5	C3k_AY589737
4577	denovo14273	98.59	0	1	3	283	1372.5	C3k_AY589737
4578	denovo14859	98.59	0	1	3	283	1372.5	C3k_AY589737
4579	denovo14935	98.59	0	1	3	283	1372.5	C3k_AY589737
4580	denovo14971	98.59	0	1	3	283	1372.5	C3k_AY589737
4581	denovo15211	98.59	0	1	3	283	1372.5	C15_AY239369
4582	denovo15529	98.59	0	1	3	283	1372.5	C3k_AY589737
4583	denovo15832	98.59	0	1	3	283	1372.5	C3k_AY589737
4584	denovo15999	98.59	0	1	3	283	1372.5	C3k_AY589737
4585	denovo16104	98.59	0	1	3	283	1372.5	C3k_AY589737
4586	denovo16127	98.59	0	1	3	283	1372.5	C3k_AY589737
4587	denovo16161	98.59	0	1	3	283	1372.5	C3k_AY589737
4588	denovo16226	98.59	0	1	3	283	1372.5	C3k_AY589737
4589	denovo17101	98.59	0	1	3	283	1372.5	C3k_AY589737
4590	denovo1718	98.59	0	1	3	283	1372.5	C3k_AY589737
4591	denovo17376	98.59	0	1	3	283	1372.5	C3k_AY589737
4592	denovo17518	98.59	0	1	3	283	1372.5	C3k_AY589737
4593	denovo281	98.59	0	1	3	283	1372.5	C3k_AY589737
4594	denovo3269	98.59	0	1	3	283	1372.5	C3k_AY589737
4595	denovo4609	98.59	0	1	3	283	1372.5	C3k_AY589737
4596	denovo5523	98.59	0	1	3	283	1372.5	C3k_AY589737
4597	denovo5576	98.59	0	1	3	283	1372.5	C3k_AY589737
4598	denovo6257	98.59	0	1	3	283	1372.5	C3_AB778606
4599	denovo6273	98.59	0	1	3	283	1372.5	C3k_AY589737
4600	denovo6452	98.59	0	1	3	283	1372.5	C3k_AY589737
4601	denovo6588	98.59	0	1	3	283	1372.5	C3k_AY589737
4602	denovo6819	98.59	0	1	3	283	1372.5	C3_AB778606;C50_AY589755;C1060_DQ480600;C1085_AY624605
4603	denovo6826	98.59	0	1	3	283	1372.5	C3k_AY589737
4604	denovo6915	98.59	0	1	3	283	1372.5	C3k_AY589737
4605	denovo749	98.59	0	1	3	283	1372.5	C3k_AY589737
4606	denovo7662	98.59	0	1	3	283	1372.5	C1233_EU118166
4607	denovo7965	98.59	0	1	3	283	1372.5	C3k_AY589737
4608	denovo8049	98.59	0	1	3	283	1372.5	C3k_AY589737
4609	denovo8068	98.59	0	1	3	283	1372.5	C15_AY239369
4610	denovo831	98.59	0	1	3	283	1372.5	C3k_AY589737
4611	denovo8397	98.59	0	1	3	283	1372.5	C3k_AY589737
4612	denovo897	98.59	0	1	3	283	1372.5	C15_AY239369;C15.22_KC597695
4613	denovo9523	98.59	0	1	3	283	1372.5	C3k_AY589737
4614	denovo9665	98.59	0	1	3	283	1372.5	C3k_AY589737
4615	denovo9758	98.59	0	1	3	283	1372.5	C3k_AY589737
4616	denovo9792	98.59	0	1	3	283	1372.5	C3k_AY589737
4617	denovo9880	98.59	0	1	3	283	1372.5	C3k_AY589737
4618	denovo9882	98.59	0	1	3	283	1372.5	C3k_AY589737
4619	denovo16325	98.59	4	0	0	283	1373	C3k_AY589737
4620	denovo16624	98.59	4	0	0	283	1373	C15_AY239369
4621	denovo9326	98.94	2	1	0	283	1373	C15.22_KC597695
4622	denovo13173	98.94	1	2	0	283	1373	C3_AB778606
4623	denovo5886	98.94	1	2	0	283	1373	C3_AB778606
4624	denovo6021	98.94	1	2	0	283	1373	C3_AB778606
4625	denovo9913	98.94	1	2	0	283	1373	C3_AB778606
4626	denovo10073	98.94	1	2	0	283	1373.5	C15.6_FN563472;C15.22_KC597695
4627	denovo10508	98.94	1	2	0	283	1373.5	C1j_AY589732
4628	denovo10599	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4629	denovo11088	98.94	1	2	0	283	1373.5	C15.6_FN563472;C15.22_KC597695
4630	denovo1116	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4631	denovo11227	98.94	1	2	0	283	1373.5	C3_AB778606
4632	denovo13103	98.94	1	2	0	283	1373.5	C15.6_FN563472;C15.22_KC597695
4633	denovo13597	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4634	denovo13865	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4635	denovo13879	98.94	1	2	0	283	1373.5	C15.6_FN563472;C15.22_KC597695
4636	denovo14554	98.94	1	2	0	283	1373.5	C15_AY239369
4637	denovo14650	98.94	1	2	0	283	1373.5	C15_AY239369
4638	denovo14680	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4639	denovo14792	98.94	1	2	0	283	1373.5	C1233_EU118166
4640	denovo15248	98.94	1	2	0	283	1373.5	C15_AY239369
4641	denovo15415	98.94	1	2	0	283	1373.5	C3_AB778606
4642	denovo15829	98.94	1	2	0	283	1373.5	C15.6_FN563472;C15.22_KC597695
4643	denovo16535	98.94	1	2	0	283	1373.5	C1_JN558041;C1.5_EF634157
4644	denovo17493	98.94	1	2	0	283	1373.5	C15.6_FN563472
4645	denovo17617	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4646	denovo1818	98.94	1	2	0	283	1373.5	C15.6_FN563472;C15.22_KC597695
4647	denovo4484	98.94	1	2	0	283	1373.5	C1d_AY258488
4648	denovo4853	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4649	denovo5390	98.94	1	2	0	283	1373.5	C15_AY239369
4650	denovo5705	98.94	1	2	0	283	1373.5	C15_AY239369
4651	denovo6481	98.94	1	2	0	283	1373.5	C1_JN558041;C1.5_EF634157
4652	denovo6738	98.94	1	2	0	283	1373.5	C15.6_FN563472
4653	denovo6885	98.94	1	2	0	283	1373.5	C3_AB778606
4654	denovo7291	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4655	denovo7582	98.94	1	2	0	283	1373.5	C15_AY239369
4656	denovo8404	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4657	denovo8639	98.94	1	2	0	283	1373.5	C15.6_FN563472;C15.22_KC597695
4658	denovo8765	98.94	1	2	0	283	1373.5	C15_AY239369
4659	denovo9674	98.94	1	2	0	283	1373.5	C1060_DQ480600
4660	denovo9782	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4661	denovo9785	98.94	1	2	0	283	1373.5	C15.6_FN563472;C15.22_KC597695
4662	denovo9980	98.94	1	2	0	283	1373.5	C15_AY239369;C15.22_KC597695
4663	denovo3049	99.29	0	2	0	281	1374	C3.9_FJ461504
4664	denovo3664	99.29	0	2	0	281	1374	C3.9_FJ461504
4665	denovo5727	98.59	3	0	1	283	1374	C15.22_KC597695
4666	denovo9644	99.29	0	1	1	282	1374.5	C15.23_KC597697
4667	denovo12164	98.59	3	0	1	283	1374.5	C42_AY765402
4668	denovo17255	98.59	3	0	1	283	1374.5	C15_AY239369;C15.22_KC597695
4669	denovo13142	99.29	0	1	1	283	1374.5	C15.23_KC597697
4670	denovo10199	98.94	1	1	1	283	1374.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
4671	denovo10433	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4672	denovo1075	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4673	denovo11163	98.94	1	1	1	283	1374.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
4674	denovo11416	98.94	1	1	1	283	1374.5	C3_AB778606
4675	denovo11674	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4676	denovo11927	98.94	1	1	1	283	1374.5	C3k_AY589737
4677	denovo12544	98.94	1	1	1	283	1374.5	C3_AB778606
4678	denovo12607	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4679	denovo12696	98.94	1	1	1	283	1374.5	C3_AB778606
4680	denovo12783	98.94	1	1	1	283	1374.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
4681	denovo13020	98.94	1	1	1	283	1374.5	C15.9_FN563475
4682	denovo13326	98.94	1	1	1	283	1374.5	C15.9_FN563475
4683	denovo13438	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4684	denovo13549	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4685	denovo13893	98.94	1	1	1	283	1374.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
4686	denovo14142	98.94	1	1	1	283	1374.5	C3_AB778606
4687	denovo1415	98.94	1	1	1	283	1374.5	C15.9_FN563475
4688	denovo1419	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4689	denovo14298	98.94	1	1	1	283	1374.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
4690	denovo14934	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4691	denovo15300	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4692	denovo15753	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4693	denovo16801	98.94	1	1	1	283	1374.5	C15.9_FN563475
4694	denovo16821	98.94	1	1	1	283	1374.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
4695	denovo17584	98.94	1	1	1	283	1374.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
4696	denovo17621	98.94	1	1	1	283	1374.5	C15.9_FN563475
4697	denovo1934	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4698	denovo23	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4699	denovo2505	98.94	1	1	1	283	1374.5	C3_AB778606
4700	denovo3223	98.94	1	1	1	283	1374.5	C1233_EU118166;C15_AY239369;C15.6_FN563472;C15.22_KC597695
4701	denovo3483	98.94	1	1	1	283	1374.5	C15a_AY258476;C1233_EU118166;C15_AY239369;C15.4_FJ461511;C15.6_FN563472;C15.22_KC597695
